nom,brillance,masse,rayon,rayonOrbite,periodeOrbite,excentricite,type
Kepler-1581 b,12.442,0.437,5096.8,0.0674,0.017248461,0.0,Terrestrial
Kepler-1582 b,17.96,2.83,9492.789999999999,0.0316,0.013141684,0.0,Super Earth
Kepler-1583 b,12.976,0.156,3822.6,0.085,0.025462013,0.0,Terrestrial
Kepler-1584 b,15.105,3.22,10257.310000000001,0.1168,0.0366872,0.0,Super Earth
Kepler-1585 b,16.326,3.86,11404.09,0.0445,0.009856262,0.0,Super Earth
Kepler-1586 b,13.278,2.92,9683.92,0.1266,0.042710472,0.0,Super Earth
Kepler-1587 b,14.166,2.33,8473.43,0.0878,0.025735795,0.0,Super Earth
Kepler-1588 b,13.94,0.363,4841.96,0.0726,0.021355236,0.0,Terrestrial
Kepler-1589 b,15.074,1.32,6944.39,0.0205,0.0027378509,0.0,Super Earth
Kepler-158 b,14.743,5.14,13506.52,0.111,0.045722112,0.0,Neptune-like
Kepler-158 c,14.743,4.27,12104.9,0.158,0.07830253,0.0,Super Earth
Kepler-1590 b,14.186,1.55,7262.94,0.0772,0.020807665,0.0,Super Earth
Kepler-1591 b,14.846,2.15,8091.17,0.0794,0.022450376,0.0,Super Earth
Kepler-1592 b,14.94,2.99,9811.34,0.04,0.008487337,0.0,Super Earth
Kepler-1593 b,16.19,10.2,19784.813,0.546,0.47775495,0.0,Neptune-like
Kepler-1594 b,14.951,1.2,6753.26,0.0396,0.0073921974,0.0,Super Earth
Kepler-1595 b,15.508,2.04,7836.33,0.051,0.012594113,0.0,Super Earth
Kepler-1596 b,15.632,4.27,12104.9,0.3237,0.1817933,0.0,Super Earth
Kepler-1597 b,14.257,1.2,6753.26,0.0427,0.007939767,0.0,Super Earth
Kepler-1598 b,13.929,0.809,6052.45,0.0527,0.011772759,0.0,Terrestrial
Kepler-1599 b,14.97,3.26,10321.02,0.4823,0.33511293,0.0,Super Earth
Kepler-159 b,15.386,6.26,14821.132,0.082,0.027652293,0.0,Neptune-like
Kepler-159 c,15.386,11.5,21252.944,0.218,0.11937029,0.0,Neptune-like
Kepler-15 b,13.81,209.88000000000002,67114.56,0.05714,0.013415469,0.06,Gas Giant
Kepler-1600 b,16.076,9.96,19505.169,0.9712,1.0579056,0.0,Neptune-like
Kepler-1600 c,16.076,4.43,12372.482,0.0689,0.019986311,0.0,Super Earth
Kepler-1601 b,13.842,0.477,5224.219999999999,0.0336,0.006023272,0.0,Terrestrial
Kepler-1602 b,13.362,2.36,8537.140000000001,0.1074,0.030663928,0.0,Super Earth
Kepler-1603 b,15.397,2.21,8218.59,0.0351,0.0062970566,0.0,Super Earth
Kepler-1604 b,15.224,2.57,8983.109999999999,0.0089,0.0019164955,0.0,Super Earth
Kepler-1605 b,12.592,1.28,6880.68,0.3912,0.23490761,0.0,Super Earth
Kepler-1606 b,15.396,4.94,13187.97,0.6421,0.5377139,0.0,Super Earth
Kepler-1607 b,13.969,0.721,5861.320000000001,0.1075,0.037234772,0.0,Terrestrial
Kepler-1608 b,16.265,3.64,11021.83,0.1126,0.04517454,0.0,Super Earth
Kepler-1609 b,15.159,5.56,14143.62,0.4679,0.31293637,0.0,Neptune-like
Kepler-160 b,14.816,3.59,10926.265000000001,0.05511,0.011772759,0.0,Super Earth
Kepler-160 c,14.816,13.6,23420.185,0.1192,0.037508555,0.0,Neptune-like
Kepler-160 d,14.816,100.05234,,0.17,0.08213552,0.0,Gas Giant
Kepler-1610 b,16.077,3.22,10257.310000000001,0.0777,0.023819301,0.0,Super Earth
Kepler-1611 b,14.627,0.457,5160.51,0.0586,0.014236824,0.0,Terrestrial
Kepler-1612 b,14.936,1.08,6562.13,0.0482,0.010677618,0.0,Super Earth
Kepler-1613 b,14.192,4.98,13251.68,0.0264,0.0041067763,0.0,Super Earth
Kepler-1614 b,16.01,2.83,9492.789999999999,0.0471,0.010677618,0.0,Super Earth
Kepler-1615 b,14.603,4.9,13124.26,0.2788,0.12950034,0.0,Super Earth
Kepler-1616 b,13.491,1.04,6498.42,0.0761,0.018617386,0.0,Super Earth
Kepler-1617 b,13.811,1.87,7645.2,0.181,0.075290896,0.0,Super Earth
Kepler-1618 b,13.672,2.13,8027.46,0.0706,0.01670089,0.0,Super Earth
Kepler-1619 b,13.438,0.363,4841.96,0.1611,0.06461328,0.0,Terrestrial
Kepler-161 b,14.406,12.1,13506.52,0.054,0.013415469,0.0,Super Earth
Kepler-161 c,14.406,11.8,13060.55,0.068,0.01943874,0.0,Super Earth
Kepler-1620 b,13.69,3.22,10257.310000000001,0.4322,0.27926078,0.0,Super Earth
Kepler-1621 b,15.151,5.31,13761.36,0.4204,0.25270364,0.0,Neptune-like
Kepler-1622 b,13.437,2.76,9365.369999999999,0.0994,0.02956879,0.0,Super Earth
Kepler-1623 b,15.205,2.27,8346.01,0.0518,0.012046544,0.0,Super Earth
Kepler-1624 b,16.597,27.6,35584.699,0.0327,0.009034907,0.0,Neptune-like
Kepler-1625 b,16.227,30.6,37821.851,0.8748,0.7868583,0.0,Neptune-like
Kepler-1626 b,14.357,4.74,12869.42,0.0537,0.011225188,0.0,Super Earth
Kepler-1627 b,13.111,13.2,23000.719,0.0643,0.019712524,0.0,Neptune-like
Kepler-1628 b,17.8298,33.8,40128.914,0.2952,0.2091718,0.0,Neptune-like
Kepler-1629 b,12.786,0.381,4905.67,0.0485,0.010677618,0.0,Terrestrial
Kepler-162 b,14.351,2.13,8027.46,0.069,0.01889117,0.0,Super Earth
Kepler-162 c,14.351,9.43,18875.97,0.137,0.053114302,0.0,Neptune-like
Kepler-1630 b,14.278,5.43,13952.49,1.1218,1.4,0.0,Neptune-like
Kepler-1631 b,15.673,2.39,8600.85,0.0511,0.011225188,0.0,Super Earth
Kepler-1632 b,13.22,6.66,15380.42,0.6762,1.2273785,0.0,Neptune-like
Kepler-1633 b,13.516,3.12,10066.18,0.3875,0.5103354,0.0,Super Earth
Kepler-1634 b,14.636,10.3,19924.635,1.0525,1.0264202,0.0,Neptune-like
Kepler-1635 b,15.82,12.9,22721.075,1.117,1.2856947,0.0,Neptune-like
Kepler-1636 b,15.807,10.5,20134.368,1.1546,1.1649555,0.0,Neptune-like
Kepler-1637 b,13.375,0.64,5670.1900000000005,0.0596,0.01670089,0.0,Terrestrial
Kepler-1638 b,14.769,4.16,11913.77,0.745,0.7099247,0.0,Super Earth
Kepler-1639 b,14.593,7.18,16079.53,0.0932,0.027104722,0.0,Neptune-like
Kepler-163 b,14.467,1.16,6689.55,0.078,0.021355236,0.0,Super Earth
Kepler-163 c,14.467,5.73,14122.022,0.152,0.05831622,0.0,Neptune-like
Kepler-1640 b,14.754,20.7,30061.73,0.0836,0.020807665,0.0,Neptune-like
Kepler-1641 b,14.49,9.85,19365.347,0.1473,0.053935662,0.0,Neptune-like
Kepler-1641 c,14.49,9.01,18386.593,0.2065,0.089527726,0.0,Neptune-like
Kepler-1642 b,14.319,10.3,19924.635,0.1016,0.03340178,0.0,Neptune-like
Kepler-1642 c,14.319,7.56,16568.907,0.0678,0.0183436,0.0,Neptune-like
Kepler-1643 b,14.072,5.99,14471.577,0.0531,0.01451061,0.0,Neptune-like
Kepler-1644 b,14.397,4.19,11977.48,0.142,0.057768654,0.0,Super Earth
Kepler-1645 b,14.566,3.82,11340.380000000001,0.1285,0.044353183,0.0,Super Earth
Kepler-1646 b,16.8419,2.04,7836.33,0.0295,0.0123203285,0.0,Super Earth
Kepler-1647 b,13.668,483.25824,74035.749,2.7205,3.0,0.06,Gas Giant
Kepler-1649 b,17.95,1.03,6479.307,0.0514,0.023819301,0.0,Super Earth
Kepler-1649 c,17.95,1.2,6753.26,0.0649,0.05338809,0.0,Super Earth
Kepler-164 b,14.379,2.57,8983.109999999999,0.058,0.0136892535,0.0,Super Earth
Kepler-164 c,14.379,7.9,17058.284,0.097,0.029842572,0.0,Neptune-like
Kepler-164 d,14.379,6.57,15310.509,0.187,0.07939767,0.0,Neptune-like
Kepler-1650 b,17.07,0.84,6116.16,0.0167,0.0041067763,0.01,Terrestrial
Kepler-1651 b,13.86,4.04,11722.640000000001,0.0692,0.027104722,0.13,Super Earth
Kepler-1652 b,16.86,3.19,10193.6,0.1654,0.104312114,0.0,Super Earth
Kepler-1653 b,15.864,5.35,13825.07,0.4706,0.38412046,0.0,Neptune-like
Kepler-1654 b,13.497,159.0,57257.109,2.026,2.9,0.26,Gas Giant
Kepler-1655 b,11.045,5.0,14099.023000000001,0.103,0.032580424,0.0,Neptune-like
Kepler-1656 b,11.64,47.699999999999996,31320.128,0.1974,0.08651608,0.84,Gas Giant
Kepler-1656 c,11.64,127.2,87388.75,3.053,5.3,0.53,Gas Giant
Kepler-1658 b,11.62,1869.84,74804.77,0.0544,0.010403832,0.06,Gas Giant
Kepler-165 b,15.05,5.99,14471.577,0.072,0.022450376,0.0,Neptune-like
Kepler-165 c,15.05,5.6,14207.33,0.11,0.041889116,0.0,Neptune-like
Kepler-1661 b,14.357,17.0,24119.295,0.633,0.47939768,0.06,Neptune-like
Kepler-1663 b,16.069,10.9,20623.745,0.1072,0.048186176,0.0,Neptune-like
Kepler-1664 b,13.621,9.45,18945.881,0.1137,0.03942505,0.0,Neptune-like
Kepler-1665 b,13.737,8.44,17687.483,0.1006,0.03285421,0.0,Neptune-like
Kepler-1666 b,15.104,8.66,17967.127,0.1761,0.07063655,0.0,Neptune-like
Kepler-1666 c,15.104,10.5,20204.279,0.2383,0.111430526,0.0,Neptune-like
Kepler-1667 b,13.52,9.19,18596.326,0.4256,0.22888432,0.0,Neptune-like
Kepler-1668 b,15.792,17.4,27125.468,0.124,0.042162903,0.0,Neptune-like
Kepler-1669 b,16.473,8.15,17337.928,0.0745,0.026009582,0.0,Neptune-like
Kepler-1669 c,16.473,4.27,12111.271,0.0228,0.0043805614,0.0,Super Earth
Kepler-166 b,14.857,5.77,14191.933,0.072,0.021081451,0.0,Neptune-like
Kepler-166 c,14.857,6.26,14821.132,0.195,0.09390828,0.0,Neptune-like
Kepler-166 d,14.857,3.64,11021.83,0.0246,0.0043805614,0.0,Super Earth
Kepler-1670 b,15.743,11.2,20903.389,0.1528,0.056125943,0.0,Neptune-like
Kepler-1671 b,13.439,2.32,8447.946,0.0491,0.011498973,0.0,Super Earth
Kepler-1672 b,12.548,9.11,18526.415,0.5726,0.41314167,0.0,Neptune-like
Kepler-1673 b,13.783,8.93,18316.682,0.2127,0.092539355,0.0,Neptune-like
Kepler-1674 b,15.697,10.4,19994.546,0.3017,0.17138946,0.0,Neptune-like
Kepler-1675 b,13.672,9.93,19505.169,0.3076,0.1724846,0.0,Neptune-like
Kepler-1676 b,13.485,11.3,21043.211,0.1954,0.081861734,0.0,Neptune-like
Kepler-1677 b,13.806,7.76,16848.551,0.1624,0.060506504,0.0,Neptune-like
Kepler-1678 b,15.02,10.9,20623.745,0.5302,0.4052019,0.0,Neptune-like
Kepler-1679 b,15.327,4.93,13181.599,0.0892,0.026830938,0.0,Super Earth
Kepler-167 b,14.284,3.6,10945.378,0.04825,0.012046544,0.0,Super Earth
Kepler-167 c,14.284,3.44,10665.054,0.0684,0.020260096,0.0,Super Earth
Kepler-167 d,14.284,2.06,7887.298,0.1404,0.059685145,0.0,Super Earth
Kepler-167 e,14.284,321.18,63339.366,1.883,2.9,0.29,Gas Giant
Kepler-1680 b,13.85,2.42,8664.560000000001,0.0784,0.024093088,0.0,Super Earth
Kepler-1681 b,14.646,7.05,15939.708,0.32,0.19137578,0.0,Neptune-like
Kepler-1682 b,15.907,8.7,18037.038,0.1134,0.04052019,0.0,Neptune-like
Kepler-1683 b,14.962,4.17,11945.625,0.1182,0.04106776,0.0,Super Earth
Kepler-1684 b,15.951,8.6,17897.216,0.2253,0.13059549,0.0,Neptune-like
Kepler-1685 b,16.096,7.16,16079.53,0.1485,0.056125943,0.0,Neptune-like
Kepler-1686 b,13.661,2.62,9085.046,0.0866,0.025462013,0.0,Super Earth
Kepler-1687 b,15.928,3.38,10550.376,0.0532,0.015879534,0.0,Super Earth
Kepler-1688 b,14.142,2.13,8040.202,0.0577,0.015331964,0.0,Super Earth
Kepler-1689 b,12.227,0.799,6033.3369999999995,0.0798,0.023271732,0.0,Terrestrial
Kepler-168 b,14.842,2.73,9301.66,0.056,0.012046544,0.0,Super Earth
Kepler-168 c,14.842,7.7,16778.64,0.116,0.03613963,0.0,Neptune-like
Kepler-1690 b,14.882,8.3,17547.661,0.7097,0.64229983,0.0,Neptune-like
Kepler-1691 b,14.893,4.02,11690.785,0.0495,0.010403832,0.0,Super Earth
Kepler-1692 b,14.674,1.42,7084.552000000001,0.0646,0.016427105,0.0,Super Earth
Kepler-1693 b,14.857,2.21,8212.219,0.1011,0.033127997,0.0,Super Earth
Kepler-1693 c,14.857,0.894,6224.467,0.0588,0.014784395,0.0,Terrestrial
Kepler-1694 b,14.901,1.76,7517.78,0.0449,0.010677618,0.0,Super Earth
Kepler-1695 b,14.762,1.46,7129.149,0.0529,0.012867898,0.0,Super Earth
Kepler-1696 b,15.505,8.29,17547.661,0.3244,0.18042438,0.0,Neptune-like
Kepler-1697 b,13.556,2.12,8027.46,0.2008,0.091718,0.0,Super Earth
Kepler-1698 b,13.054,1.25,6836.083,0.0203,0.003285421,0.0,Super Earth
Kepler-1699 b,14.836,3.08,9983.357,0.0418,0.009582478,0.0,Super Earth
Kepler-169 b,14.424,1.51,7199.23,0.04,0.009034907,0.0,Super Earth
Kepler-169 c,14.424,1.92,7708.91,0.062,0.016974675,0.0,Super Earth
Kepler-169 d,14.424,2.1,7963.75,0.075,0.022724163,0.0,Super Earth
Kepler-169 e,14.424,5.48,14016.2,0.105,0.03778234,0.0,Neptune-like
Kepler-169 f,14.424,7.18,16079.53,0.359,0.2384668,0.0,Neptune-like
Kepler-16 b,12.144,105.894,52712.894,0.7048,0.62642026,0.01,Gas Giant
Kepler-1700 b,13.764,8.76,18106.949,0.7576,0.64120466,0.0,Neptune-like
Kepler-1701 b,14.722,5.57,14156.362,0.5608,0.46297058,0.0,Neptune-like
Kepler-1702 b,16.231,3.2,10206.342,0.1275,0.05065024,0.0,Super Earth
Kepler-1704 b,13.392,1322.88,74525.126,2.027,2.7,0.92,Gas Giant
Kepler-1705 b,15.8,4.47,12933.13,0.08,0.024640657,0.03,Neptune-like
Kepler-1705 c,15.8,5.42,13060.55,,0.030937715,0.03,Super Earth
Kepler-1708 b,15.823,1462.8,62150.879,1.64,2.0,0.4,Gas Giant
Kepler-1709 b,11.642,9.93,19505.169,0.3192,0.17987679,0.0,Neptune-like
Kepler-170 b,14.344,82.68,19924.635,0.08,0.02162902,0.0,Gas Giant
Kepler-170 c,14.344,8.55,17827.305,0.131,0.045722112,0.0,Neptune-like
Kepler-1710 b,12.695,10.3,19924.635,0.1159,0.040793974,0.0,Neptune-like
Kepler-1711 b,13.298,4.36,12251.433,0.1463,0.057768654,0.0,Super Earth
Kepler-1712 b,14.946,5.83,14261.844,0.0903,0.03778234,0.0,Neptune-like
Kepler-1713 b,11.065,3.59,10939.007000000001,0.1469,0.049281314,0.0,Super Earth
Kepler-1714 b,11.041,10.7,20344.101,0.1047,0.028199865,0.0,Neptune-like
Kepler-1715 b,12.881,16.0,25797.159,0.2178,0.09746748,0.0,Neptune-like
Kepler-1716 b,13.129,6.46,15100.776,0.1916,0.09746748,0.0,Neptune-like
Kepler-1717 b,13.323,9.21,18666.237,0.2014,0.08405202,0.0,Neptune-like
Kepler-1718 b,12.821,7.12,16009.619,0.4878,0.37015742,0.0,Neptune-like
Kepler-1719 b,13.478,14.8,24608.672,0.0674,0.01670089,0.0,Neptune-like
Kepler-171 b,15.101,6.08,14611.399,0.05,0.011498973,0.0,Neptune-like
Kepler-171 c,15.101,7.08,15939.708,0.098,0.031485286,0.0,Neptune-like
Kepler-171 d,15.101,4.23,12041.189999999999,0.223,0.10841889,0.0,Super Earth
Kepler-1720 b,14.822,10.4,20064.457,0.1043,0.034770705,0.0,Neptune-like
Kepler-1721 b,15.085,9.9,19435.258,0.0519,0.012594113,0.0,Neptune-like
Kepler-1722 b,14.997,8.58,17897.216,0.0819,0.025188226,0.0,Neptune-like
Kepler-1723 b,14.383,8.65,17967.127,0.2249,0.10896646,0.0,Neptune-like
Kepler-1724 b,14.961,8.43,17687.483,0.0683,0.01779603,0.0,Neptune-like
Kepler-1725 b,13.153,8.31,17547.661,0.1302,0.045722112,0.0,Neptune-like
Kepler-1726 b,13.851,6.84,15660.064,0.1306,0.050376453,0.0,Neptune-like
Kepler-1727 b,15.751,10.2,19784.813,0.0796,0.024640657,0.0,Neptune-like
Kepler-1728 b,15.279,9.04,18456.504,0.0535,0.013141684,0.0,Neptune-like
Kepler-1729 b,15.676,14.4,24259.117,0.0418,0.011498973,0.0,Neptune-like
Kepler-172 b,14.703,6.12,14681.31,0.04,0.007939767,0.0,Neptune-like
Kepler-172 c,14.703,8.55,17827.305,0.068,0.017522246,0.0,Neptune-like
Kepler-172 d,14.703,5.69,14052.111,0.118,0.039972622,0.0,Neptune-like
Kepler-172 e,14.703,8.05,17198.106,0.211,0.09609856,0.0,Neptune-like
Kepler-1730 b,15.478,18.4,27964.4,0.1131,0.03778234,0.0,Neptune-like
Kepler-1731 b,12.742,8.92,18316.682,0.1401,0.059685145,0.0,Neptune-like
Kepler-1732 b,14.884,15.7,25587.426,0.2015,0.08843258,0.0,Neptune-like
Kepler-1733 b,15.612,12.8,22651.164,0.0933,0.025188226,0.0,Neptune-like
Kepler-1734 b,15.598,9.74,19295.436,0.0714,0.018617386,0.0,Neptune-like
Kepler-1735 b,15.896,1.84,7606.973999999999,0.0621,0.021081451,0.0,Super Earth
Kepler-1736 b,14.808,14.3,24189.206,0.2188,0.103490755,0.0,Neptune-like
Kepler-1737 b,15.498,25.1,33627.191,0.297,0.17686516,0.0,Neptune-like
Kepler-1738 b,15.649,8.37,17617.572,0.0781,0.021081451,0.0,Neptune-like
Kepler-1739 b,14.899,6.48,15170.687,0.0697,0.019986311,0.0,Neptune-like
Kepler-173 b,14.357,2.21,8218.59,0.048,0.011772759,0.0,Super Earth
Kepler-173 c,14.357,6.48,15170.687,0.074,0.021902807,0.0,Neptune-like
Kepler-1740 b,15.454,11.0,20693.656,0.0779,0.022450376,0.0,Neptune-like
Kepler-1741 b,16.154,2.16,8110.282999999999,0.0296,0.007665982,0.0,Super Earth
Kepler-1742 b,14.512,5.38,13876.038,0.2587,0.13552362,0.0,Neptune-like
Kepler-1743 b,12.062,3.18,10187.229,0.0822,0.020807665,0.0,Super Earth
Kepler-1744 b,15.566,13.6,23490.096,0.2093,0.10157426,0.0,Neptune-like
Kepler-1745 b,14.854,4.38,12289.659,0.0408,0.008213553,0.0,Super Earth
Kepler-1746 b,13.572,59.147999999999996,55719.067,0.9453,0.8793977,0.0,Gas Giant
Kepler-1747 b,16.1966,16.8,26636.091,0.066,0.016974675,0.0,Neptune-like
Kepler-1748 b,16.004,7.81,16918.462,0.0615,0.015879534,0.0,Neptune-like
Kepler-1749 b,14.95,3.23,10276.423,0.0956,0.039698835,0.0,Super Earth
Kepler-174 b,14.53,4.5,12487.16,0.1,0.03832991,0.0,Super Earth
Kepler-174 c,14.53,2.83,9492.789999999999,0.214,0.120465435,0.0,Super Earth
Kepler-174 d,14.53,5.43,13952.49,0.677,0.67734426,0.0,Neptune-like
Kepler-1750 b,15.702,30.1,37472.296,0.6785,0.56372344,0.0,Neptune-like
Kepler-1751 b,15.455,3.98,11620.704,0.0712,0.019164955,0.0,Super Earth
Kepler-1752 b,16.0249,18.7,28313.955,0.2698,0.15441479,0.0,Neptune-like
Kepler-1753 b,15.59,5.59,14188.216999999999,0.1179,0.043805614,0.0,Neptune-like
Kepler-1754 b,16.007,6.53,15240.598,0.0718,0.022450376,0.0,Neptune-like
Kepler-1755 b,14.544,29.4,36913.008,0.1668,0.0678987,0.0,Neptune-like
Kepler-1756 b,15.736,2.77,9378.112,0.0319,0.006570842,0.0,Super Earth
Kepler-1757 b,15.817,8.99,18386.593,0.1335,0.053935662,0.0,Neptune-like
Kepler-1758 b,15.119,7.13,16009.619,0.0919,0.027378507,0.0,Neptune-like
Kepler-1759 b,14.532,0.676,5759.384,0.0429,0.010130048,0.0,Terrestrial
Kepler-175 b,15.225,7.08,15939.708,0.105,0.032580424,0.0,Neptune-like
Kepler-175 c,15.225,9.8,19365.347,0.213,0.09308693,0.0,Neptune-like
Kepler-1760 b,14.472,5.86,14261.844,0.2084,0.10485968,0.0,Neptune-like
Kepler-1761 b,15.619,2.51,8862.061,0.0413,0.0109514035,0.0,Super Earth
Kepler-1762 b,15.239,8.05,17198.106,0.204,0.080766596,0.0,Neptune-like
Kepler-1763 b,13.634,1.59,7307.537,0.0257,0.0041067763,0.0,Super Earth
Kepler-1764 b,14.91,18.8,28383.866,0.3512,0.19301848,0.0,Neptune-like
Kepler-1765 b,15.04,6.78,15590.153,0.0917,0.028473647,0.0,Neptune-like
Kepler-1766 b,12.96,5.81,14191.933,0.4229,0.28747433,0.0,Neptune-like
Kepler-1767 b,16.206,9.34,18806.059,0.2873,0.16344969,0.0,Neptune-like
Kepler-1768 b,13.565,5.62,14226.443000000001,0.1286,0.041341547,0.0,Neptune-like
Kepler-1769 b,12.487,18.2,27824.578,0.3987,0.24421628,0.0,Neptune-like
Kepler-176 b,14.767,2.63,9110.529999999999,0.058,0.014784395,0.0,Super Earth
Kepler-176 c,14.767,23.0,16219.352,0.102,0.03504449,0.0,Neptune-like
Kepler-176 d,14.767,15.2,15660.064,0.163,0.07063655,0.0,Super Earth
Kepler-176 e,14.767,2.7,9237.949999999999,0.2494,0.14017797,0.0,Super Earth
Kepler-1770 b,14.418,8.45,17687.483,0.1261,0.04599589,0.0,Neptune-like
Kepler-1771 b,13.802,15.5,25307.782,0.3815,0.24257357,0.0,Neptune-like
Kepler-1772 b,13.546,7.68,16778.64,0.0418,0.008761123,0.0,Neptune-like
Kepler-1773 b,13.085,12.1,21882.143,0.2489,0.11170431,0.0,Neptune-like
Kepler-1774 b,14.02,10.2,19854.724,0.3096,0.16372347,0.0,Neptune-like
Kepler-1775 b,13.429,12.9,22721.075,0.3986,0.2346338,0.0,Neptune-like
Kepler-1776 b,13.68,7.33,16289.263,0.2124,0.09582478,0.0,Neptune-like
Kepler-1777 b,14.112,5.19,13582.972000000002,0.1031,0.03340178,0.0,Neptune-like
Kepler-1778 b,15.273,9.36,18806.059,0.0956,0.027652293,0.0,Neptune-like
Kepler-1779 b,15.132,9.44,18945.881,0.1264,0.044626966,0.0,Neptune-like
Kepler-177 b,15.171,5.84,21812.232,0.2184,0.1010267,0.0,Neptune-like
Kepler-177 c,15.171,14.7,54460.669,0.2655,0.13524984,0.0,Neptune-like
Kepler-1780 b,14.907,12.7,22511.342,0.4276,0.29952088,0.0,Neptune-like
Kepler-1781 b,15.713,6.26,14821.132,0.0574,0.013415469,0.0,Neptune-like
Kepler-1782 b,13.875,5.6,14200.959,0.0582,0.015879534,0.0,Neptune-like
Kepler-1783 b,13.309,2.3,8403.349,0.077,0.022724163,0.0,Super Earth
Kepler-1784 b,15.423,8.24,17477.75,0.1072,0.037234772,0.0,Neptune-like
Kepler-1785 b,14.245,7.77,16848.551,0.1379,0.053661875,0.0,Neptune-like
Kepler-1786 b,14.088,10.1,19714.902,0.3659,0.21492128,0.0,Neptune-like
Kepler-1787 b,14.564,5.99,14471.577,0.227,0.10759754,0.0,Neptune-like
Kepler-1788 b,15.484,6.25,14821.132,0.0343,0.007665982,0.0,Neptune-like
Kepler-1789 b,14.449,8.4,17687.483,0.3543,0.21957563,0.0,Neptune-like
Kepler-178 b,14.876,8.75,18106.949,0.085,0.026283368,0.0,Neptune-like
Kepler-178 c,14.876,8.65,17967.127,0.142,0.05639973,0.0,Neptune-like
Kepler-178 d,14.876,14.8,24608.672,0.397,0.26475015,0.0,Neptune-like
Kepler-1790 b,14.179,10.0,19644.991,0.197,0.08651608,0.0,Neptune-like
Kepler-1791 b,13.529,9.91,19435.258,0.0761,0.021081451,0.0,Neptune-like
Kepler-1792 b,15.566,6.89,15729.975,0.0488,0.011498973,0.0,Neptune-like
Kepler-1793 b,15.949,13.8,23629.918,0.0787,0.024093088,0.0,Neptune-like
Kepler-1794 b,15.497,3.87,11429.574,0.0821,0.026830938,0.0,Super Earth
Kepler-1795 b,16.188,3.4,10594.973,0.1002,0.0366872,0.0,Super Earth
Kepler-1796 b,14.493,8.0,17128.195,0.1879,0.080766596,0.0,Neptune-like
Kepler-1797 b,15.421,9.58,19085.703,0.1637,0.06406571,0.0,Neptune-like
Kepler-1798 b,16.391,5.94,14401.666,0.1082,0.046269678,0.0,Neptune-like
Kepler-1799 b,15.99,15.9,25727.248,0.1028,0.032580424,0.0,Neptune-like
Kepler-179 b,14.772,3.33,10448.439999999999,0.036,0.0073921974,0.0,Super Earth
Kepler-179 c,14.772,4.66,12742.0,0.064,0.017522246,0.0,Super Earth
Kepler-17 b,14.314,779.1,91583.41,0.02591,0.0041067763,0.011,Gas Giant
Kepler-1800 b,13.194,0.961,6351.887,0.0592,0.012594113,0.0,Terrestrial
Kepler-1801 b,15.28,7.8,16918.462,0.0915,0.028473647,0.0,Neptune-like
Kepler-1802 b,15.905,3.43,10645.941,0.0662,0.042436685,0.0,Super Earth
Kepler-1802 c,15.905,6.0,14471.577,0.1748,0.09062286,0.0,Neptune-like
Kepler-1804 b,14.679,3.18,10168.116,0.1017,0.033675566,0.0,Super Earth
Kepler-1805 b,15.536,3.0,9843.195,0.0699,0.024093088,0.0,Super Earth
Kepler-1806 b,16.173,6.15,14681.31,0.0813,0.024640657,0.0,Neptune-like
Kepler-1807 b,14.127,7.77,16848.551,0.0988,0.029842572,0.0,Neptune-like
Kepler-1808 b,15.424,9.4,18875.97,0.1467,0.06379192,0.0,Neptune-like
Kepler-1809 b,14.271,2.9,9639.322999999999,0.0435,0.010403832,0.0,Super Earth
Kepler-180 b,14.488,2.86,9556.5,0.109,0.03778234,0.0,Super Earth
Kepler-180 c,14.488,9.32,18806.059,0.229,0.11471595,0.0,Neptune-like
Kepler-1810 b,15.4,14.6,24468.85,0.4137,0.2767967,0.0,Neptune-like
Kepler-1811 b,15.327,14.1,23979.473,0.3462,0.2091718,0.0,Neptune-like
Kepler-1812 b,15.631,6.01,14471.577,0.0765,0.019712524,0.0,Neptune-like
Kepler-1813 b,15.639,2.58,9002.223,0.0364,0.007665982,0.0,Super Earth
Kepler-1814 b,15.814,6.21,14751.221,0.0371,0.007939767,0.0,Neptune-like
Kepler-1815 b,15.621,7.99,17128.195,0.0984,0.03340178,0.0,Neptune-like
Kepler-1816 b,14.734,4.53,12538.128,0.3648,0.25051335,0.0,Super Earth
Kepler-1817 b,15.346,5.79,14191.933,0.2348,0.12128679,0.0,Neptune-like
Kepler-1818 b,14.514,3.58,10919.894,0.055,0.012594113,0.0,Super Earth
Kepler-1819 b,15.489,14.5,24329.028,0.1337,0.04517454,0.0,Neptune-like
Kepler-181 b,14.854,2.15,8091.17,0.04,0.008487337,0.0,Super Earth
Kepler-181 c,14.854,4.62,12678.289999999999,0.049,0.011772759,0.0,Super Earth
Kepler-1820 b,15.759,9.9,19435.258,0.1964,0.08487337,0.0,Neptune-like
Kepler-1821 b,14.795,7.24,16149.441,0.1244,0.04517454,0.0,Neptune-like
Kepler-1822 b,15.804,7.5,16498.996,0.1416,0.060506504,0.0,Neptune-like
Kepler-1823 b,13.477,5.0,13289.905999999999,0.1528,0.057768654,0.0,Super Earth
Kepler-1824 b,14.976,6.26,14821.132,0.4267,0.26173854,0.0,Neptune-like
Kepler-1825 b,14.605,2.61,9059.562,0.0187,0.0027378509,0.0,Super Earth
Kepler-1826 b,16.83,2.78,9397.225,0.0213,0.0043805614,0.0,Super Earth
