nom,masse,rayon,rayonOrbite,periodeOrbite,type
Kepler-1083 b,11.2,20973.3,0.1899,0.091444224,Neptune-like
Kepler-1084 b,1.41,7071.81,0.0324,0.0057494864,Super Earth
Kepler-1085 b,41.34,45022.684,0.7391,0.6004107,Gas Giant
Kepler-1085 c,10.7,20414.012,0.3002,0.15550992,Neptune-like
Kepler-1086 b,6.53,15240.598,0.1198,0.05147159,Neptune-like
Kepler-1086 c,8.96,18316.682,0.503,0.4421629,Neptune-like
Kepler-1087 b,0.165,3886.31,0.0148,0.0019164955,Terrestrial
Kepler-1088 b,2.6,9046.82,0.1602,0.06324436,Super Earth
Kepler-1089 b,4.01,11658.93,0.0497,0.013963039,Super Earth
Kepler-108 b,55.967999999999996,53971.292,0.292,0.13470227,Gas Giant
Kepler-108 c,50.88,51035.03,0.721,0.521013,Gas Giant
Kepler-1090 b,5.69,14052.111,0.6364,0.54401094,Neptune-like
Kepler-1090 c,10.9,20553.834,0.2274,0.11608488,Neptune-like
Kepler-1091 b,2.73,9301.66,0.0252,0.003832991,Super Earth
Kepler-1092 b,4.94,13187.97,0.2996,0.16043805,Super Earth
Kepler-1093 b,4.46,12423.449999999999,0.1685,0.06872006,Super Earth
Kepler-1093 c,4.5,12487.16,0.394,0.2455852,Super Earth
Kepler-1094 b,10.2,19854.724,0.3625,0.21382615,Neptune-like
Kepler-1095 b,1.92,7708.91,0.0514,0.011772759,Super Earth
Kepler-1096 b,2.07,7900.04,0.034,0.007939767,Super Earth
Kepler-1097 b,10.7,20344.101,0.5791,0.51389456,Neptune-like
Kepler-1098 b,2.24,8282.300000000001,0.0358,0.0068446267,Super Earth
Kepler-1099 b,8.4,17617.572,0.0337,0.006023272,Neptune-like
Kepler-109 b,7.3,14751.221,0.0683,0.01779603,Neptune-like
Kepler-109 c,21.8,15729.975,0.1506,0.05804244,Neptune-like
Kepler-10 b,4.60853,9435.451000000001,0.0172,0.0021902807,Super Earth
Kepler-10 c,7.37,14471.577,0.241,0.12402464,Super Earth
Kepler-1100 b,3.71,11149.25,0.0684,0.017522246,Super Earth
Kepler-1101 b,6.66,15380.42,0.3483,0.22258727,Neptune-like
Kepler-1102 b,7.56,16568.907,0.2731,0.14045174,Neptune-like
Kepler-1103 b,5.77,14191.933,0.1473,0.054209445,Neptune-like
Kepler-1104 b,2.04,7836.33,0.0628,0.0136892535,Super Earth
Kepler-1105 b,4.7,12805.71,0.0471,0.012046544,Super Earth
Kepler-1106 b,3.36,10512.15,0.0239,0.003559206,Super Earth
Kepler-1107 b,2.36,8537.140000000001,0.0126,0.0016427105,Super Earth
Kepler-1108 b,2.73,9301.66,0.0511,0.0123203285,Super Earth
Kepler-1109 b,5.43,13952.49,0.2466,0.10294318,Neptune-like
Kepler-110 b,4.01,11658.93,0.107,0.034770705,Super Earth
Kepler-110 c,5.52,14079.91,0.198,0.08678987,Neptune-like
Kepler-1110 b,7.56,16568.907,0.0754,0.026557151,Neptune-like
Kepler-1111 b,4.66,12742.0,0.0872,0.024093088,Super Earth
Kepler-1112 b,9.38,18806.059,0.1239,0.03942505,Neptune-like
Kepler-1113 b,8.3,17547.661,0.2415,0.11581109,Neptune-like
Kepler-1114 b,2.39,8600.85,0.1102,0.04106776,Super Earth
Kepler-1115 b,3.53,10830.699999999999,0.2134,0.06461328,Super Earth
Kepler-1116 b,6.99,15869.797,0.233,0.11416838,Neptune-like
Kepler-1117 b,1.41,7071.81,0.0546,0.013141684,Super Earth
Kepler-1118 b,7.95,17058.284,0.2079,0.105954826,Neptune-like
Kepler-1119 b,4.35,12232.32,0.0812,0.022724163,Super Earth
Kepler-111 b,3.12,10066.18,0.046,0.009034907,Super Earth
Kepler-111 c,41.976,45512.061,0.761,0.61546886,Gas Giant
Kepler-1120 b,2.48,8791.98,0.0369,0.007939767,Super Earth
Kepler-1121 b,4.31,12168.609999999999,0.1187,0.03613963,Super Earth
Kepler-1122 b,4.82,12996.84,0.2315,0.11553731,Super Earth
Kepler-1123 b,3.43,10639.57,0.0497,0.011772759,Super Earth
Kepler-1124 b,2.18,8154.88,0.0305,0.007939767,Super Earth
Kepler-1125 b,4.04,11722.640000000001,0.1348,0.048459962,Super Earth
Kepler-1126 b,3.64,11021.83,0.4126,0.2973306,Super Earth
Kepler-1127 b,4.5,12487.16,0.0556,0.013963039,Super Earth
Kepler-1128 b,12.9,22790.986,0.302,0.16865161,Neptune-like
Kepler-1129 b,9.06,18456.504,0.1644,0.06652977,Neptune-like
Kepler-1129 c,7.9,17058.284,0.3528,0.20944558,Neptune-like
Kepler-112 b,6.17,14751.221,0.076,0.022997946,Neptune-like
Kepler-112 c,6.35,14960.954,0.172,0.07830253,Neptune-like
Kepler-1130 b,0.437,5096.8,0.0595,0.015058179,Terrestrial
Kepler-1130 c,0.422,5045.832,0.0423,0.009034907,Terrestrial
Kepler-1130 d,0.202,4109.295,0.0506,0.011772759,Terrestrial
Kepler-1131 b,3.15,10129.890000000001,0.0459,0.009582478,Super Earth
Kepler-1132 b,6.12,14681.31,0.2881,0.17221081,Neptune-like
Kepler-1133 b,4.54,12550.869999999999,0.0983,0.03175907,Super Earth
Kepler-1134 b,7.46,16498.996,0.1242,0.04681725,Neptune-like
Kepler-1135 b,4.08,11786.35,0.3436,0.2108145,Super Earth
Kepler-1136 b,3.33,10448.439999999999,0.0299,0.006570842,Super Earth
Kepler-1137 b,5.48,14016.2,0.1871,0.065434635,Neptune-like
Kepler-1138 b,3.53,10830.699999999999,0.0415,0.008761123,Super Earth
Kepler-1139 b,1.81,7581.49,0.0165,0.0021902807,Super Earth
Kepler-113 b,11.7,11595.220000000001,0.0502,0.013141684,Super Earth
Kepler-113 c,8.7,13888.78,0.0763,0.02436687,Neptune-like
Kepler-1140 b,8.1,17268.017,0.1478,0.06598221,Neptune-like
Kepler-1141 b,0.477,5224.219999999999,0.0345,0.0062970566,Terrestrial
Kepler-1142 b,2.76,9365.369999999999,0.1343,0.050102666,Super Earth
Kepler-1143 b,3.43,10639.57,0.0371,0.007939767,Super Earth
Kepler-1143 c,12.6,22441.431,0.6477,0.5765914,Neptune-like
Kepler-1144 b,4.62,12678.289999999999,0.1291,0.04681725,Super Earth
Kepler-1145 b,2.54,8919.4,0.0443,0.0109514035,Super Earth
Kepler-1146 b,2.04,7836.33,0.0325,0.006570842,Super Earth
Kepler-1147 b,7.32,16289.263,0.0961,0.02902122,Neptune-like
Kepler-1148 b,3.5,10766.99,0.0188,0.003011636,Super Earth
Kepler-1149 b,2.67,9174.24,0.0473,0.010130048,Super Earth
Kepler-114 b,6.8,8027.46,0.053,0.014236824,Super Earth
Kepler-114 c,2.8,10193.6,0.06482,0.021902807,Super Earth
Kepler-114 d,3.9,15799.886,0.08358,0.03230664,Neptune-like
Kepler-1150 b,1.04,6498.42,0.0382,0.007665982,Super Earth
Kepler-1151 b,5.56,14143.62,0.3197,0.17960301,Neptune-like
Kepler-1152 b,0.59,5542.7699999999995,0.0223,0.0043805614,Terrestrial
Kepler-1153 b,3.64,11021.83,0.0277,0.004928131,Super Earth
Kepler-1154 b,6.08,14611.399,0.0631,0.014236824,Neptune-like
Kepler-1154 c,6.17,14751.221,0.0875,0.023271732,Neptune-like
Kepler-1155 b,4.78,12933.13,0.2006,0.091718,Super Earth
Kepler-1156 b,2.3,8409.720000000001,0.0994,0.032580424,Super Earth
Kepler-1157 b,1.32,6944.39,0.0448,0.0123203285,Super Earth
Kepler-1158 b,6.08,14611.399,0.1246,0.036960986,Neptune-like
Kepler-1159 b,6.21,14751.221,0.1603,0.062149215,Neptune-like
Kepler-115 b,1.32,6944.39,0.036,0.006570842,Super Earth
Kepler-115 c,7.27,16219.352,0.087,0.024640657,Neptune-like
Kepler-1160 b,5.22,13633.94,0.0755,0.021902807,Neptune-like
Kepler-1161 b,5.18,13570.23,0.0784,0.029295003,Neptune-like
Kepler-1162 b,5.52,14079.91,0.19,0.08925393,Neptune-like
Kepler-1163 b,1.08,6562.13,0.0685,0.01670089,Super Earth
Kepler-1164 b,1.46,7135.52,0.0457,0.0109514035,Super Earth
Kepler-1165 b,3.02,9875.050000000001,0.0914,0.026009582,Super Earth
Kepler-1165 c,11.2,20973.3,0.1969,0.08213552,Neptune-like
Kepler-1166 b,3.5,10766.99,0.1975,0.09089665,Super Earth
Kepler-1167 b,3.57,10894.41,0.0175,0.0027378509,Super Earth
Kepler-1168 b,6.8,15590.153,0.2663,0.15277207,Neptune-like
Kepler-1169 b,0.779,5988.74,0.0709,0.01670089,Terrestrial
Kepler-116 b,11.6,21322.855,0.069,0.016427105,Neptune-like
Kepler-116 c,5.9,14331.755,0.116,0.035865847,Neptune-like
Kepler-1170 b,6.39,15030.865,0.088,0.027378507,Neptune-like
Kepler-1171 b,7.08,15939.708,0.0284,0.003832991,Neptune-like
Kepler-1172 b,10.3,19924.635,0.168,0.07118412,Neptune-like
Kepler-1173 b,0.64,5670.1900000000005,0.0157,0.0021902807,Terrestrial
Kepler-1174 b,3.15,10129.890000000001,0.0732,0.01889117,Super Earth
Kepler-1175 b,9.22,18666.237,0.2181,0.10376455,Neptune-like
Kepler-1176 b,6.57,15310.509,0.1589,0.066255994,Neptune-like
Kepler-1177 b,4.27,12104.9,0.4301,0.29075974,Super Earth
Kepler-1178 b,1.24,6816.97,0.1596,0.087063655,Super Earth
Kepler-1179 b,2.3,8409.720000000001,0.0346,0.0073921974,Super Earth
Kepler-117 b,29.875,50266.009,0.1445,0.05147159,Neptune-like
Kepler-117 c,585.12,76972.011,0.2804,0.13908282,Gas Giant
Kepler-1180 b,4.62,12678.289999999999,0.1246,0.046269678,Super Earth
Kepler-1181 b,3.09,10002.470000000001,0.0621,0.013415469,Super Earth
Kepler-1182 b,6.39,15030.865,0.0981,0.030663928,Neptune-like
Kepler-1183 b,8.35,17617.572,0.1793,0.078028746,Neptune-like
Kepler-1184 b,7.65,16708.729,0.2863,0.1467488,Neptune-like
Kepler-1185 b,2.33,8473.43,0.4297,0.28583163,Super Earth
Kepler-1186 b,5.6,14207.33,0.1281,0.044079397,Neptune-like
Kepler-1187 b,7.32,16289.263,0.1401,0.051745377,Neptune-like
Kepler-1188 b,4.98,13251.68,0.135,0.04681725,Super Earth
Kepler-1189 b,3.78,11276.67,0.0467,0.010403832,Super Earth
Kepler-118 b,4.5,12487.16,0.073,0.02053388,Super Earth
Kepler-118 c,45.791999999999994,47889.035,0.141,0.055304587,Gas Giant
Kepler-1190 b,2.33,8473.43,0.0845,0.028747434,Super Earth
Kepler-1191 b,2.89,9620.210000000001,0.0587,0.015331964,Super Earth
Kepler-1192 b,6.17,14751.221,0.1693,0.068993844,Neptune-like
Kepler-1193 b,2.3,8409.720000000001,0.0403,0.007665982,Super Earth
Kepler-1194 b,2.89,9620.210000000001,0.1212,0.044353183,Super Earth
Kepler-1195 b,4.98,13251.68,0.0726,0.023271732,Super Earth
Kepler-1196 b,5.6,14207.33,0.3179,0.18124571,Neptune-like
Kepler-1197 b,2.1,7963.75,0.0283,0.0054757018,Super Earth
Kepler-1198 b,2.76,9365.369999999999,0.0732,0.021081451,Super Earth
Kepler-1199 b,1.6,7326.65,0.1152,0.04106776,Super Earth
Kepler-119 b,12.6,22441.431,0.035,0.006570842,Neptune-like
Kepler-119 c,0.721,5861.320000000001,0.049,0.011225188,Terrestrial
Kepler-11 b,1.9,11467.800000000001,0.091,0.028199865,Terrestrial
Kepler-11 c,2.9,17897.216,0.107,0.03559206,Neptune-like
Kepler-11 d,7.3,19435.258,0.155,0.062149215,Neptune-like
Kepler-11 e,8.0,26146.714,0.195,0.08761123,Neptune-like
Kepler-11 f,2.0,15520.242,0.25,0.12785764,Neptune-like
Kepler-11 g,25.0,20763.567,0.466,0.32416153,Neptune-like
Kepler-1200 b,1.2,6753.26,0.0188,0.003011636,Super Earth
Kepler-1201 b,5.86,14261.844,0.1183,0.04161533,Neptune-like
Kepler-1202 b,8.96,18316.682,0.179,0.07857632,Neptune-like
Kepler-1203 b,1.2,6753.26,0.0114,0.0016427105,Super Earth
Kepler-1204 b,9.53,19015.792,0.3877,0.2346338,Neptune-like
Kepler-1205 b,2.57,8983.109999999999,0.0196,0.003011636,Super Earth
Kepler-1206 b,3.33,10448.439999999999,0.0201,0.003285421,Super Earth
Kepler-1207 b,3.26,10321.02,0.1156,0.037508555,Super Earth
Kepler-1208 b,5.99,14471.577,0.0901,0.030390145,Neptune-like
Kepler-1209 b,2.89,9620.210000000001,0.18,0.06954141,Super Earth
Kepler-120 b,8.5,13697.65,0.055,0.017248461,Super Earth
Kepler-120 c,2.96,9747.630000000001,0.088,0.03504449,Super Earth
Kepler-1210 b,3.53,10830.699999999999,0.0753,0.022176592,Super Earth
Kepler-1211 b,7.04,15869.797,0.0985,0.030116359,Neptune-like
Kepler-1212 b,5.22,13633.94,0.1082,0.035318274,Neptune-like
Kepler-1213 b,1.81,7581.49,0.0635,0.01451061,Super Earth
Kepler-1214 b,6.17,14751.221,0.128,0.05147159,Neptune-like
Kepler-1215 b,1.98,7772.62,0.0528,0.013141684,Super Earth
Kepler-1216 b,2.51,8855.689999999999,0.0519,0.012046544,Super Earth
Kepler-1217 b,4.62,12678.289999999999,0.0326,0.0054757018,Super Earth
Kepler-1218 b,2.67,9174.24,0.1564,0.062696785,Super Earth
Kepler-1219 b,5.14,13506.52,0.1418,0.044079397,Neptune-like
Kepler-121 b,6.08,14611.399,0.039,0.008761123,Neptune-like
Kepler-121 c,5.77,14191.933,0.216,0.112251885,Neptune-like
Kepler-1220 b,2.92,9683.92,0.0734,0.020260096,Super Earth
Kepler-1221 b,4.19,11977.48,0.0906,0.03285421,Super Earth
Kepler-1222 b,0.418,5033.09,0.0282,0.005201916,Terrestrial
Kepler-1223 b,1.98,7772.62,0.1186,0.044626966,Super Earth
Kepler-1224 b,2.33,8473.43,0.1165,0.036413416,Super Earth
Kepler-1225 b,3.97,11595.220000000001,0.0771,0.019164955,Super Earth
Kepler-1226 b,2.7,9237.949999999999,0.1361,0.047364816,Super Earth
Kepler-1227 b,5.86,14261.844,0.4092,0.25817934,Neptune-like
Kepler-1228 b,2.99,9811.34,0.0125,0.0016427105,Super Earth
Kepler-1229 b,2.54,8919.4,0.3006,0.23764546,Super Earth
Kepler-122 b,6.08,14611.399,0.064,0.015879534,Neptune-like
Kepler-122 c,29.0,36633.364,0.108,0.034223136,Neptune-like
Kepler-122 d,5.48,14016.2,0.155,0.05913758,Neptune-like
Kepler-122 e,27.7,16219.352,0.227,0.10403833,Neptune-like
Kepler-122 f,36.0,11149.25,0.287,0.154141,Super Earth
Kepler-1230 b,7.8,16918.462,0.0921,0.027378507,Neptune-like
Kepler-1231 b,2.6,9046.82,0.0914,0.028473647,Super Earth
Kepler-1232 b,4.38,12296.029999999999,0.1673,0.0733744,Super Earth
Kepler-1233 b,7.27,16219.352,0.263,0.123477064,Neptune-like
Kepler-1234 b,8.3,17547.661,0.096,0.032580424,Neptune-like
Kepler-1235 b,0.418,5033.09,0.0491,0.011498973,Terrestrial
Kepler-1236 b,5.22,13633.94,0.1803,0.08514716,Neptune-like
Kepler-1237 b,8.55,17827.305,0.3778,0.23162217,Neptune-like
Kepler-1238 b,4.38,12296.029999999999,0.0541,0.011225188,Super Earth
Kepler-1239 b,8.75,18106.949,0.0625,0.014236824,Neptune-like
Kepler-123 b,55.331999999999994,18316.682,0.135,0.047091037,Gas Giant
Kepler-123 c,2.79,9429.08,0.181,0.07310062,Super Earth
Kepler-1240 b,1.6,7326.65,0.0557,0.013415469,Super Earth
Kepler-1241 b,7.41,16429.085,0.1336,0.050924025,Neptune-like
Kepler-1242 b,5.73,14122.022,0.1039,0.037234772,Neptune-like
Kepler-1243 b,3.71,11149.25,0.1256,0.04599589,Super Earth
Kepler-1244 b,2.39,8600.85,0.0502,0.010130048,Super Earth
Kepler-1245 b,2.67,9174.24,0.0484,0.012046544,Super Earth
Kepler-1245 c,2.67,9174.24,0.0372,0.007939767,Super Earth
Kepler-1246 b,2.42,8664.560000000001,0.0848,0.030937715,Super Earth
Kepler-1247 b,6.04,14541.488,0.1091,0.037508555,Neptune-like
Kepler-1248 b,1.76,7517.78,0.0806,0.02053388,Super Earth
Kepler-1249 b,6.26,14821.132,0.167,0.06652977,Neptune-like
Kepler-124 b,0.315,4650.83,0.039,0.009308693,Terrestrial
Kepler-124 c,3.71,11149.25,0.1,0.03778234,Super Earth
Kepler-124 d,1.41,7071.81,0.17,0.08487337,Super Earth
Kepler-1250 b,4.35,12232.32,0.0393,0.007118412,Super Earth
Kepler-1251 b,4.04,11722.640000000001,0.2478,0.123477064,Super Earth
Kepler-1252 b,3.43,10639.57,0.1078,0.041341547,Super Earth
Kepler-1253 b,2.33,8473.43,0.3133,0.18863793,Super Earth
Kepler-1254 b,3.02,9875.050000000001,0.0833,0.027378507,Super Earth
Kepler-1254 c,2.24,8282.300000000001,0.0422,0.009856262,Super Earth
Kepler-1254 d,2.27,8346.01,0.0575,0.015605749,Super Earth
Kepler-1255 b,5.99,14471.577,0.2226,0.09938398,Neptune-like
Kepler-1256 b,2.83,9492.789999999999,0.1063,0.03394935,Super Earth
Kepler-1257 b,2.92,9683.92,0.0376,0.0073921974,Super Earth
Kepler-1258 b,0.566,5479.0599999999995,0.0201,0.0027378509,Terrestrial
Kepler-1259 b,2.63,9110.529999999999,0.0141,0.0019164955,Super Earth
Kepler-125 b,6.21,14751.221,0.041,0.011498973,Neptune-like
Kepler-125 c,0.33,4714.54,0.051,0.015879534,Terrestrial
Kepler-1260 b,3.78,11276.67,0.1444,0.05229295,Super Earth
Kepler-1261 b,5.73,14122.022,0.239,0.13251199,Neptune-like
Kepler-1262 b,3.97,11595.220000000001,0.083,0.023819301,Super Earth
Kepler-1263 b,1.55,7262.94,0.0499,0.012594113,Super Earth
Kepler-1264 b,1.76,7517.78,0.0191,0.0027378509,Super Earth
Kepler-1265 b,2.39,8600.85,0.0612,0.01779603,Super Earth
Kepler-1266 b,7.18,16079.53,0.1689,0.078028746,Neptune-like
Kepler-1266 c,3.46,10703.279999999999,0.052,0.013415469,Super Earth
Kepler-1267 b,9.32,18806.059,0.1057,0.03559206,Neptune-like
Kepler-1268 b,4.78,12933.13,0.2383,0.112251885,Super Earth
Kepler-1269 b,3.29,10384.73,0.226,0.10212183,Super Earth
Kepler-126 b,2.92,9683.92,0.099,0.028747434,Super Earth
Kepler-126 c,3.12,10066.18,0.162,0.05995893,Super Earth
Kepler-126 d,6.8,15590.153,0.448,0.27460644,Neptune-like
Kepler-1270 b,11.0,20693.656,0.0663,0.016427105,Neptune-like
Kepler-1271 b,2.79,9429.08,0.0418,0.008213553,Super Earth
Kepler-1272 b,6.21,14751.221,0.2705,0.13990417,Neptune-like
Kepler-1273 b,6.76,15520.242,0.1857,0.07830253,Neptune-like
Kepler-1274 b,2.6,9046.82,0.0806,0.019164955,Super Earth
Kepler-1275 b,2.79,9429.08,0.0488,0.010130048,Super Earth
Kepler-1276 b,1.81,7581.49,0.1072,0.034496922,Super Earth
Kepler-1277 b,3.19,10193.6,0.2237,0.11170431,Super Earth
Kepler-1278 b,1.01,6434.71,0.0419,0.008761123,Super Earth
Kepler-1279 b,3.71,11149.25,0.1633,0.064339496,Super Earth
Kepler-127 b,2.54,8919.4,0.125,0.03942505,Super Earth
Kepler-127 c,7.56,16568.907,0.2,0.08049281,Neptune-like
Kepler-127 d,7.46,16498.996,0.28,0.13305955,Neptune-like
Kepler-1280 b,4.16,11913.77,0.38,0.18234086,Super Earth
Kepler-1281 b,3.33,10448.439999999999,0.0415,0.008487337,Super Earth
Kepler-1282 b,3.02,9875.050000000001,0.0335,0.0057494864,Super Earth
Kepler-1283 b,4.31,12168.609999999999,0.1062,0.035318274,Super Earth
Kepler-1284 b,1.92,7708.91,0.0143,0.0019164955,Super Earth
Kepler-1285 b,0.871,6179.87,0.1268,0.04052019,Terrestrial
Kepler-1286 b,5.27,13697.65,0.0991,0.030937715,Neptune-like
Kepler-1287 b,2.99,9811.34,0.0976,0.031485286,Super Earth
Kepler-1288 b,1.46,7135.52,0.0435,0.007665982,Super Earth
Kepler-1289 b,2.92,9683.92,0.0785,0.021902807,Super Earth
Kepler-128 b,0.77,9110.529999999999,0.1231,0.041341547,Super Earth
Kepler-128 c,0.9,8537.140000000001,0.1622,0.062422995,Super Earth
Kepler-1290 b,2.6,9046.82,0.0557,0.012867898,Super Earth
Kepler-1291 b,3.39,10575.859999999999,0.0779,0.023545519,Super Earth
Kepler-1292 b,3.97,11595.220000000001,0.0443,0.009034907,Super Earth
Kepler-1293 b,0.871,6179.87,0.0659,0.015331964,Terrestrial
Kepler-1294 b,10.3,19924.635,0.4684,0.31676933,Neptune-like
Kepler-1295 b,3.02,9875.050000000001,0.0464,0.010403832,Super Earth
Kepler-1296 b,0.693,5797.610000000001,0.0896,0.022997946,Terrestrial
Kepler-1297 b,0.871,6179.87,0.0283,0.0046543465,Terrestrial
Kepler-1298 b,2.27,8346.01,0.082,0.01943874,Super Earth
Kepler-1299 b,9.17,18596.326,0.1357,0.05448323,Neptune-like
Kepler-129 b,20.0,14960.954,0.13,0.04325804,Super Earth
Kepler-129 c,43.02222,15729.975,0.39,0.22505133,Gas Giant
Kepler-129 d,2639.4,78300.32,4.0,7.2,Gas Giant
Kepler-12 b,137.376,122623.894,0.0553,0.012046544,Gas Giant
Kepler-1300 b,2.45,8728.27,0.1655,0.06078029,Super Earth
Kepler-1301 b,2.54,8919.4,0.0815,0.024914443,Super Earth
Kepler-1302 b,2.63,9110.529999999999,0.0795,0.024093088,Super Earth
Kepler-1303 b,2.6,9046.82,0.0751,0.020807665,Super Earth
Kepler-1304 b,5.86,14261.844,0.1202,0.044079397,Neptune-like
Kepler-1305 b,4.19,11977.48,0.1109,0.037234772,Super Earth
Kepler-1306 b,4.31,12168.609999999999,0.123,0.044626966,Super Earth
Kepler-1307 b,6.66,15380.42,0.1369,0.049281314,Neptune-like
Kepler-1308 b,0.0933,3312.92,0.025,0.0057494864,Terrestrial
Kepler-1309 b,6.21,14751.221,0.1679,0.0788501,Neptune-like
Kepler-130 b,1.04,6498.42,0.079,0.023271732,Super Earth
Kepler-130 c,8.75,18106.949,0.178,0.075290896,Neptune-like
Kepler-130 d,3.33,10448.439999999999,0.377,0.23956195,Super Earth
Kepler-1310 b,2.67,9174.24,0.0148,0.0019164955,Super Earth
Kepler-1311 b,2.07,7900.04,0.0989,0.030663928,Super Earth
Kepler-1311 c,1.98,7772.62,0.0368,0.0068446267,Super Earth
Kepler-1311 d,67.416,60263.282,0.6711,0.5407255,Gas Giant
Kepler-1312 b,5.06,13379.1,0.0603,0.014784395,Neptune-like
Kepler-1312 c,1.07,6543.017,0.0209,0.003011636,Super Earth
Kepler-1313 b,3.75,11212.960000000001,0.046,0.010403832,Super Earth
Kepler-1314 b,22.9,31879.416,0.0504,0.014784395,Neptune-like
Kepler-1315 b,2.48,8791.98,0.0163,0.0021902807,Super Earth
Kepler-1315 c,4.06,11748.124,0.064,0.018069815,Super Earth
Kepler-1316 b,12.3,22091.876,0.3859,0.24093087,Neptune-like
Kepler-1317 b,3.05,9938.76,0.0128,0.0016427105,Super Earth
Kepler-1318 b,9.85,19365.347,0.6085,0.5839836,Neptune-like
Kepler-1319 b,2.36,8537.140000000001,0.0296,0.007939767,Super Earth
Kepler-131 b,16.13,15030.865,0.1238,0.044079397,Super Earth
Kepler-131 c,8.25,5351.639999999999,0.1684,0.069815196,Super Earth
Kepler-1320 b,3.53,10830.699999999999,0.0163,0.0024640656,Super Earth
Kepler-1321 b,21.5,30690.929,0.0781,0.030390145,Neptune-like
Kepler-1321 c,6.35,14960.954,0.0267,0.006023272,Neptune-like
Kepler-1321 d,7.41,16359.174,0.0501,0.015605749,Neptune-like
Kepler-1322 b,3.22,10257.310000000001,0.0183,0.0027378509,Super Earth
Kepler-1322 c,5.29,13729.505,0.0652,0.01779603,Neptune-like
Kepler-1323 b,2.92,9683.92,0.0191,0.0024640656,Super Earth
Kepler-1324 b,2.89,9620.210000000001,0.0466,0.011225188,Super Earth
Kepler-1325 b,8.55,17827.305,0.2004,0.09281315,Neptune-like
Kepler-1326 b,16.3,26076.803,0.2743,0.11608488,Neptune-like
Kepler-1327 b,3.89,11467.800000000001,0.1186,0.040793974,Super Earth
Kepler-1328 b,0.904,6243.58,0.0529,0.0123203285,Terrestrial
Kepler-1329 b,5.35,13825.07,0.0747,0.025462013,Neptune-like
Kepler-132 b,1.92,7708.91,0.067,0.016974675,Super Earth
Kepler-132 c,2.18,8154.88,0.068,0.017522246,Super Earth
Kepler-132 d,3.02,9875.050000000001,0.136,0.049281314,Super Earth
Kepler-132 e,1.76,7517.78,0.4393,0.30198494,Super Earth
Kepler-1330 b,3.36,10512.15,0.0889,0.027652293,Super Earth
Kepler-1331 b,1.16,6689.55,0.0142,0.0021902807,Super Earth
Kepler-1332 b,2.45,8728.27,0.0986,0.032580424,Super Earth
Kepler-1333 b,8.3,17547.661,0.4382,0.30006844,Neptune-like
Kepler-1334 b,5.86,14261.844,0.1229,0.042710472,Neptune-like
Kepler-1335 b,2.7,9237.949999999999,0.0615,0.017248461,Super Earth
Kepler-1336 b,4.58,12614.58,0.1595,0.06351814,Super Earth
Kepler-1336 c,3.57,10894.41,0.0631,0.015879534,Super Earth
Kepler-1337 b,6.39,15030.865,0.1441,0.06680356,Neptune-like
Kepler-1338 b,0.721,5861.320000000001,0.0193,0.0024640656,Terrestrial
Kepler-1339 b,0.285,4523.41,0.0234,0.003559206,Terrestrial
Kepler-133 b,3.75,11212.960000000001,0.083,0.022176592,Super Earth
Kepler-133 c,8.45,17687.483,0.204,0.0862423,Neptune-like
Kepler-1340 b,3.02,9875.050000000001,0.0153,0.0019164955,Super Earth
Kepler-1341 b,9.22,18666.237,0.4498,0.36413416,Neptune-like
Kepler-1342 b,3.39,10575.859999999999,0.0313,0.006023272,Super Earth
