nom,masse,rayon,periodeOrbite,type
Kepler-1774 b,10.2,19854.724,0.16372347,Geante de glace
Kepler-1775 b,12.9,22721.075,0.2346338,Geante de glace
Kepler-1776 b,7.33,16289.263,0.09582478,Geante de glace
Kepler-1777 b,5.19,13582.972000000002,0.03340178,Geante de glace
Kepler-1778 b,9.36,18806.059,0.027652293,Geante de glace
Kepler-1779 b,9.44,18945.881,0.044626966,Geante de glace
Kepler-177 b,5.84,21812.232,0.1010267,Geante de glace
Kepler-177 c,14.7,54460.669,0.13524984,Geante de glace
Kepler-1780 b,12.7,22511.342,0.29952088,Geante de glace
Kepler-1781 b,6.26,14821.132,0.013415469,Geante de glace
Kepler-1782 b,5.6,14200.959,0.015879534,Geante de glace
Kepler-1783 b,2.3,8403.349,0.022724163,Super Terre
Kepler-1784 b,8.24,17477.75,0.037234772,Geante de glace
Kepler-1785 b,7.77,16848.551,0.053661875,Geante de glace
Kepler-1786 b,10.1,19714.902,0.21492128,Geante de glace
Kepler-1787 b,5.99,14471.577,0.10759754,Geante de glace
Kepler-1788 b,6.25,14821.132,0.007665982,Geante de glace
Kepler-1789 b,8.4,17687.483,0.21957563,Geante de glace
Kepler-178 b,8.75,18106.949,0.026283368,Geante de glace
Kepler-178 c,8.65,17967.127,0.05639973,Geante de glace
Kepler-178 d,14.8,24608.672,0.26475015,Geante de glace
Kepler-1790 b,10.0,19644.991,0.08651608,Geante de glace
Kepler-1791 b,9.91,19435.258,0.021081451,Geante de glace
Kepler-1792 b,6.89,15729.975,0.011498973,Geante de glace
Kepler-1793 b,13.8,23629.918,0.024093088,Geante de glace
Kepler-1794 b,3.87,11429.574,0.026830938,Super Terre
Kepler-1795 b,3.4,10594.973,0.0366872,Super Terre
Kepler-1796 b,8.0,17128.195,0.080766596,Geante de glace
Kepler-1797 b,9.58,19085.703,0.06406571,Geante de glace
Kepler-1798 b,5.94,14401.666,0.046269678,Geante de glace
Kepler-1799 b,15.9,25727.248,0.032580424,Geante de glace
Kepler-179 b,3.33,10448.439999999999,0.0073921974,Super Terre
Kepler-179 c,4.66,12742.0,0.017522246,Super Terre
Kepler-17 b,779.1,91583.41,0.0041067763,Geante gazeuse
Kepler-1800 b,0.961,6351.887,0.012594113,Terrestre
Kepler-1801 b,7.8,16918.462,0.028473647,Geante de glace
Kepler-1802 b,3.43,10645.941,0.042436685,Super Terre
Kepler-1802 c,6.0,14471.577,0.09062286,Geante de glace
Kepler-1804 b,3.18,10168.116,0.033675566,Super Terre
Kepler-1805 b,3.0,9843.195,0.024093088,Super Terre
Kepler-1806 b,6.15,14681.31,0.024640657,Geante de glace
Kepler-1807 b,7.77,16848.551,0.029842572,Geante de glace
Kepler-1808 b,9.4,18875.97,0.06379192,Geante de glace
Kepler-1809 b,2.9,9639.322999999999,0.010403832,Super Terre
Kepler-180 b,2.86,9556.5,0.03778234,Super Terre
Kepler-180 c,9.32,18806.059,0.11471595,Geante de glace
Kepler-1810 b,14.6,24468.85,0.2767967,Geante de glace
Kepler-1811 b,14.1,23979.473,0.2091718,Geante de glace
Kepler-1812 b,6.01,14471.577,0.019712524,Geante de glace
Kepler-1813 b,2.58,9002.223,0.007665982,Super Terre
Kepler-1814 b,6.21,14751.221,0.007939767,Geante de glace
Kepler-1815 b,7.99,17128.195,0.03340178,Geante de glace
Kepler-1816 b,4.53,12538.128,0.25051335,Super Terre
Kepler-1817 b,5.79,14191.933,0.12128679,Geante de glace
Kepler-1818 b,3.58,10919.894,0.012594113,Super Terre
Kepler-1819 b,14.5,24329.028,0.04517454,Geante de glace
Kepler-181 b,2.15,8091.17,0.008487337,Super Terre
Kepler-181 c,4.62,12678.289999999999,0.011772759,Super Terre
Kepler-1820 b,9.9,19435.258,0.08487337,Geante de glace
Kepler-1821 b,7.24,16149.441,0.04517454,Geante de glace
Kepler-1822 b,7.5,16498.996,0.060506504,Geante de glace
Kepler-1823 b,5.0,13289.905999999999,0.057768654,Super Terre
Kepler-1824 b,6.26,14821.132,0.26173854,Geante de glace
Kepler-1825 b,2.61,9059.562,0.0027378509,Super Terre
Kepler-1826 b,2.78,9397.225,0.0043805614,Super Terre
Kepler-1827 b,4.1,11824.576000000001,0.010130048,Super Terre
Kepler-1828 b,5.13,13481.036,0.028199865,Geante de glace
Kepler-1829 b,6.71,15450.331,0.014236824,Geante de glace
Kepler-182 b,7.18,16079.53,0.026830938,Geante de glace
Kepler-182 c,11.6,21392.766,0.056673512,Geante de glace
Kepler-1830 b,11.1,20763.567,0.15468857,Geante de glace
Kepler-1831 b,4.54,12550.869999999999,0.015879534,Super Terre
Kepler-1832 b,2.02,7817.217000000001,0.008487337,Super Terre
Kepler-1833 b,2.24,8282.300000000001,0.01889117,Super Terre
Kepler-1834 b,2.73,9295.289,0.012594113,Super Terre
Kepler-1835 b,12.2,22021.965,0.03285421,Geante de glace
Kepler-1836 b,7.05,15939.708,0.01451061,Geante de glace
Kepler-1837 b,4.92,13168.857000000002,0.01615332,Super Terre
Kepler-1838 b,3.4,10575.859999999999,0.033127997,Super Terre
Kepler-1839 b,4.46,12417.079,0.013963039,Super Terre
Kepler-183 b,4.9,13124.26,0.015605749,Super Terre
Kepler-183 c,35.7,14191.933,0.03175907,Super Terre
Kepler-1840 b,8.13,17337.928,0.35920602,Geante de glace
Kepler-1841 b,2.82,9486.419,0.070910335,Super Terre
Kepler-1842 b,6.14,14681.31,0.03832991,Geante de glace
Kepler-1843 b,7.8,16918.462,0.069815196,Geante de glace
Kepler-1844 b,9.46,18945.881,0.010677618,Geante de glace
Kepler-1845 b,6.52,15240.598,0.03175907,Geante de glace
Kepler-1846 b,3.76,11238.444,0.04052019,Super Terre
Kepler-1847 b,7.97,17128.195,0.030390145,Geante de glace
Kepler-1848 b,2.57,8976.739,0.015331964,Super Terre
Kepler-1849 b,6.29,14891.043,0.15687884,Geante de glace
Kepler-184 b,6.17,14751.221,0.029295003,Geante de glace
Kepler-184 c,8.8,12550.869999999999,0.05557837,Super Terre
Kepler-184 d,6.76,15520.242,0.07939767,Geante de glace
Kepler-1850 b,0.313,4644.459,0.003832991,Terrestre
Kepler-1851 b,14.5,24329.028,0.03285421,Geante de glace
Kepler-1852 b,4.22,12015.706,0.021902807,Super Terre
Kepler-1853 b,2.92,9677.548999999999,0.13388091,Super Terre
Kepler-1854 b,7.21,16149.441,0.10896646,Geante de glace
Kepler-1855 b,1.96,7747.1359999999995,0.0019164955,Super Terre
Kepler-1856 b,3.66,11047.314,0.003559206,Super Terre
Kepler-1857 b,4.5,12493.531,0.02436687,Super Terre
Kepler-1858 b,6.44,15100.776,0.24120465,Geante de glace
Kepler-1859 b,3.13,10085.293,0.0073921974,Super Terre
Kepler-185 b,1.71,7454.07,0.0043805614,Super Terre
Kepler-185 c,4.74,12869.42,0.056673512,Super Terre
Kepler-1860 b,1.55,7256.569,0.034770705,Super Terre
Kepler-1861 b,5.5,14060.796999999999,0.10951403,Geante de glace
Kepler-1862 b,5.49,14035.312999999998,0.044079397,Geante de glace
Kepler-1863 b,5.74,14122.022,0.123203285,Geante de glace
Kepler-1864 b,0.353,4803.734,0.010677618,Terrestre
Kepler-1865 b,3.11,10047.067,0.0068446267,Super Terre
Kepler-1866 b,4.99,13264.421999999999,0.032032855,Super Terre
Kepler-1867 b,1.65,7390.36,0.027104722,Super Terre
Kepler-1868 b,10.1,19644.991,0.5776865,Geante de glace
Kepler-1869 b,1.46,7135.52,0.022450376,Super Terre
Kepler-186 b,1.24,6816.97,0.010677618,Super Terre
Kepler-186 c,2.1,7963.75,0.019986311,Super Terre
Kepler-186 d,2.54,8919.4,0.036413416,Super Terre
Kepler-186 e,2.15,8091.17,0.061327856,Super Terre
Kepler-186 f,1.71,7454.07,0.3556468,Super Terre
Kepler-1870 b,5.07,13385.471,0.009856262,Geante de glace
Kepler-1871 b,6.44,15100.776,0.0054757018,Geante de glace
Kepler-1872 b,6.28,14891.043,0.010403832,Geante de glace
Kepler-1873 b,3.28,10359.246,0.0016427105,Super Terre
Kepler-1874 b,5.52,14086.280999999999,0.15496235,Geante de glace
Kepler-1875 b,10.5,20134.368,0.09445585,Geante de glace
Kepler-1876 b,0.905,6243.58,0.019164955,Terrestre
Kepler-1877 b,0.179,3975.504,0.006570842,Terrestre
Kepler-1878 b,8.86,18246.771,0.012046544,Geante de glace
Kepler-1879 b,4.92,13156.115,0.02902122,Super Terre
Kepler-187 b,2.57,8983.109999999999,0.013415469,Super Terre
Kepler-187 c,7.61,16638.818,0.02902122,Geante de glace
Kepler-1880 b,5.13,13487.407,0.017248461,Geante de glace
Kepler-1881 b,9.17,18596.326,0.4364134,Geante de glace
Kepler-1882 b,2.81,9473.677000000001,0.03778234,Super Terre
Kepler-1883 b,10.6,20274.19,0.28309378,Geante de glace
Kepler-1884 b,3.95,11556.994,0.024640657,Super Terre
Kepler-1885 b,2.89,9626.581,0.0068446267,Super Terre
Kepler-1886 b,7.18,16079.53,0.06652977,Geante de glace
Kepler-1887 b,8.88,18246.771,0.05448323,Geante de glace
Kepler-1888 b,2.32,8447.946,0.031211497,Super Terre
Kepler-1889 b,8.98,18386.593,0.10212183,Geante de glace
Kepler-188 b,3.46,10703.279999999999,0.0057494864,Super Terre
Kepler-188 c,10.3,19924.635,0.016427105,Geante de glace
Kepler-1890 b,0.587,5536.399,0.013141684,Terrestre
Kepler-1891 b,2.93,9690.291,0.0109514035,Super Terre
Kepler-1892 b,4.03,11703.527,0.017248461,Super Terre
Kepler-1893 b,3.55,10868.926,0.011498973,Super Terre
Kepler-1894 b,1.87,7651.571000000001,0.007665982,Super Terre
Kepler-1895 b,5.14,13500.149000000001,0.01670089,Geante de glace
Kepler-1896 b,9.8,19365.347,0.122929506,Geante de glace
Kepler-1897 b,8.32,17547.661,0.066255994,Geante de glace
Kepler-1898 b,0.76,5950.514,0.013141684,Terrestre
Kepler-1899 b,3.02,9881.421,0.011225188,Super Terre
Kepler-189 b,1.92,7708.91,0.028473647,Super Terre
Kepler-189 c,22.7,14821.132,0.0550308,Super Terre
Kepler-18 b,6.9,12742.0,0.009582478,Super Terre
Kepler-18 c,17.3,34256.39,0.020807665,Geante de glace
Kepler-18 d,16.4,43554.553,0.040793974,Geante de glace
Kepler-1900 b,3.27,10340.133,0.008213553,Super Terre
Kepler-1901 b,2.77,9390.854,0.009582478,Super Terre
Kepler-1902 b,1.74,7492.295999999999,0.010403832,Super Terre
Kepler-1903 b,5.85,14261.844,0.04681725,Geante de glace
Kepler-1904 b,2.51,8855.689999999999,0.012594113,Super Terre
Kepler-1905 b,2.69,9212.466,0.009308693,Super Terre
Kepler-1906 b,8.13,17337.928,0.020260096,Geante de glace
Kepler-1907 b,0.589,5542.7699999999995,0.015605749,Terrestre
Kepler-1907 c,1.63,7358.505,0.040793974,Super Terre
Kepler-1909 b,1.33,6957.1320000000005,0.006570842,Super Terre
Kepler-190 b,3.05,9938.76,0.0054757018,Super Terre
Kepler-190 c,2.73,9301.66,0.010403832,Super Terre
Kepler-1910 b,1.78,7543.263999999999,0.015605749,Super Terre
Kepler-1911 b,1.01,6441.080999999999,0.016427105,Super Terre
Kepler-1912 b,2.41,8645.447,0.01670089,Super Terre
Kepler-1913 b,2.92,9677.548999999999,0.03887748,Super Terre
Kepler-1914 b,8.97,18386.593,0.084325805,Geante de glace
Kepler-1915 b,10.4,20064.457,0.03778234,Geante de glace
Kepler-1916 b,7.35,16359.174,0.08569473,Geante de glace
Kepler-1917 b,4.23,12041.189999999999,0.035318274,Super Terre
Kepler-1918 b,5.89,14331.755,0.12895277,Geante de glace
Kepler-1919 b,7.38,16359.174,0.10376455,Geante de glace
Kepler-191 b,2.36,8537.140000000001,0.027104722,Super Terre
Kepler-191 c,4.12,11850.060000000001,0.048459962,Super Terre
Kepler-191 d,5.82,14191.933,0.01615332,Geante de glace
Kepler-1920 b,9.03,18456.504,0.08295688,Geante de glace
Kepler-1921 b,8.72,18037.038,0.054757014,Geante de glace
Kepler-1922 b,5.86,14261.844,0.03613963,Geante de glace
Kepler-1923 b,4.5,12487.16,0.14401095,Super Terre
Kepler-1924 b,7.53,16568.907,0.041889116,Geante de glace
Kepler-1925 b,9.28,18736.148,0.12785764,Geante de glace
Kepler-1926 b,5.97,14471.577,0.117453806,Geante de glace
Kepler-1927 b,11.5,21252.944,0.2020534,Geante de glace
Kepler-1928 b,4.63,12691.032,0.053661875,Super Terre
Kepler-1929 b,9.65,19155.614,0.16262834,Geante de glace
Kepler-192 b,7.95,17058.284,0.027104722,Geante de glace
Kepler-192 c,8.2,17407.839,0.05804244,Geante de glace
Kepler-192 d,1.04,6498.42,0.01779603,Super Terre
Kepler-1930 b,2.95,9747.630000000001,0.03559206,Super Terre
Kepler-1931 b,7.53,16568.907,0.10568104,Geante de glace
Kepler-1932 b,2.91,9652.064999999999,0.0013689254,Super Terre
Kepler-1933 b,1.76,7517.78,0.013415469,Super Terre
Kepler-1934 b,0.702,5816.723,0.003832991,Terrestre
Kepler-1935 b,6.82,15590.153,0.0109514035,Geante de glace
Kepler-1936 b,10.2,19714.902,0.34661192,Geante de glace
Kepler-1937 b,9.39,18875.97,0.026557151,Geante de glace
Kepler-1938 b,4.0,11646.188,0.035865847,Super Terre
Kepler-1939 b,1.68,7422.215,0.007665982,Super Terre
Kepler-193 b,6.3,14891.043,0.031211497,Geante de glace
Kepler-193 c,8.0,17128.195,0.13880904,Geante de glace
Kepler-1940 b,3.01,9855.937,0.0136892535,Super Terre
Kepler-1941 b,7.51,16498.996,0.08569473,Geante de glace
Kepler-1942 b,5.13,13487.407,0.012594113,Geante de glace
Kepler-1943 b,3.02,9868.679,0.013415469,Super Terre
Kepler-1944 b,8.05,17198.106,0.026830938,Geante de glace
Kepler-1945 b,2.21,8212.219,0.01670089,Super Terre
Kepler-1946 b,6.75,15520.242,0.008213553,Geante de glace
Kepler-1947 b,1.01,6434.71,0.019164955,Super Terre
Kepler-1948 b,1.09,6581.2429999999995,0.042710472,Super Terre
Kepler-1949 b,5.56,14143.62,0.006023272,Geante de glace
Kepler-194 b,2.89,9620.210000000001,0.0057494864,Super Terre
Kepler-194 c,7.22,16149.441,0.047364816,Geante de glace
Kepler-194 d,6.35,14960.954,0.14455852,Geante de glace
Kepler-1950 b,2.95,9728.517,0.02956879,Super Terre
Kepler-1951 b,6.0,14471.577,0.056673512,Geante de glace
Kepler-1952 b,2.07,7893.669000000001,0.074469544,Super Terre
Kepler-1953 b,2.2,8193.106,0.016974675,Super Terre
Kepler-1954 b,3.9,11480.542,0.01615332,Super Terre
Kepler-1955 b,1.69,7434.957,0.039151266,Super Terre
Kepler-1956 b,1.32,6938.019,0.01615332,Super Terre
Kepler-1957 b,0.79,6014.223999999999,0.006023272,Terrestre
Kepler-1958 b,4.86,13066.921,0.025462013,Super Terre
Kepler-1959 b,1.57,7282.053,0.017522246,Super Terre
Kepler-195 b,4.78,12933.13,0.022724163,Super Terre
Kepler-195 c,3.02,9875.050000000001,0.09336071,Super Terre
Kepler-1960 b,2.26,8326.896999999999,0.0062970566,Super Terre
Kepler-1961 b,3.25,10314.649,0.015331964,Super Terre
Kepler-1962 b,1.95,7740.765,0.021902807,Super Terre
Kepler-1963 b,0.337,4740.024,0.0054757018,Terrestre
Kepler-1964 b,3.83,11346.751,0.006570842,Super Terre
Kepler-1965 b,2.4,8626.334,0.11471595,Super Terre
Kepler-1966 b,1.39,7039.955,0.023545519,Super Terre
Kepler-1967 b,0.315,4650.83,0.019986311,Terrestre
Kepler-1968 b,2.86,9556.5,0.019986311,Super Terre
Kepler-1969 b,3.47,10716.021999999999,0.018069815,Super Terre
Kepler-196 b,4.27,12104.9,0.056673512,Super Terre
Kepler-196 c,5.65,13982.2,0.12977414,Geante de glace
Kepler-196 d,7.56,16568.907,0.33429158,Geante de glace
Kepler-1972 b,2.02,5109.542,0.02053388,Super Terre
Kepler-1972 c,2.11,5530.028,0.030937715,Super Terre
Kepler-197 b,1.04,6498.42,0.015331964,Super Terre
Kepler-197 c,5.3,7836.33,0.028199865,Super Terre
Kepler-197 d,1.98,7772.62,0.04298426,Super Terre
Kepler-197 e,0.693,5797.610000000001,0.068993844,Terrestre
Kepler-198 b,8.35,17617.572,0.04873374,Geante de glace
Kepler-198 c,6.66,15380.42,0.1357974,Geante de glace
Kepler-198 d,2.96,9747.630000000001,0.003559206,Super Terre
Kepler-199 b,9.85,19365.347,0.06461328,Geante de glace
Kepler-199 c,10.6,20274.19,0.18370979,Geante de glace
Kepler-19 b,8.4,14073.539,0.025462013,Super Terre
Kepler-200 b,5.18,13570.23,0.023545519,Geante de glace
Kepler-200 c,3.15,10129.890000000001,0.027926078,Super Terre
Kepler-201 b,6.62,15310.509,0.07036277,Geante de glace
Kepler-201 c,8.5,17757.394,0.41587952,Geante de glace
Kepler-202 b,3.29,10384.73,0.011225188,Super Terre
Kepler-202 c,4.08,11786.35,0.044626966,Super Terre
Kepler-203 b,7.13,16009.619,0.008761123,Geante de glace
Kepler-203 c,750.4799999999999,15380.42,0.014784395,Super Terre
Kepler-203 d,33.9,9174.24,0.030937715,Super Terre
Kepler-204 b,6.94,15799.886,0.03942505,Geante de glace
Kepler-204 c,3.86,11404.09,0.07036277,Super Terre
Kepler-205 b,2.89,9620.210000000001,0.007665982,Super Terre
Kepler-205 c,3.33,10448.439999999999,0.05557837,Super Terre
Kepler-206 b,1.87,7645.2,0.021355236,Super Terre
Kepler-206 c,3.78,11276.67,0.035865847,Super Terre
Kepler-206 d,1.81,7581.49,0.06406571,Super Terre
Kepler-207 b,3.09,10002.470000000001,0.0043805614,Super Terre
Kepler-207 c,2.86,9556.5,0.008487337,Super Terre
Kepler-207 d,11.0,20623.745,0.01615332,Geante de glace
Kepler-208 b,3.29,10384.73,0.011498973,Super Terre
Kepler-208 c,2.51,8855.689999999999,0.02053388,Super Terre
Kepler-208 d,1.87,7645.2,0.030390145,Super Terre
Kepler-208 e,2.79,9429.08,0.044626966,Super Terre
Kepler-209 b,5.73,14122.022,0.044079397,Geante de glace
Kepler-209 c,9.8,19365.347,0.11416838,Geante de glace
Kepler-20 b,9.7,11901.028,0.010130048,Super Terre
Kepler-20 c,12.75,19015.792,0.029842572,Geante de glace
Kepler-20 d,10.07,17128.195,0.21245721,Geante de glace
Kepler-20 e,3.08,5510.915,0.01670089,Terrestre
Kepler-20 f,14.3,6390.112999999999,0.053661875,Super Terre
Kepler-20 g,19.96,29362.62,0.095551,Geante de glace
Kepler-210 b,8.96,18316.682,0.0068446267,Geante de glace
Kepler-210 c,12.8,22581.253,0.021902807,Geante de glace
Kepler-211 b,2.13,8027.46,0.011225188,Super Terre
Kepler-211 c,18.3,8218.59,0.016427105,Super Terre
Kepler-212 b,1.32,6944.39,0.044626966,Super Terre
Kepler-212 c,7.95,17058.284,0.087063655,Geante de glace
Kepler-213 b,3.26,10321.02,0.0068446267,Super Terre
Kepler-213 c,6.08,14611.399,0.013141684,Geante de glace
Kepler-214 b,7.32,16289.263,0.04298426,Geante de glace
Kepler-214 c,5.18,13570.23,0.0788501,Geante de glace
Kepler-215 b,3.26,10321.02,0.025735795,Super Terre
Kepler-215 c,3.78,11276.67,0.040246405,Super Terre
Kepler-215 d,23.6,14891.043,0.08459959,Super Terre
Kepler-215 e,3.71,11149.25,0.18672141,Super Terre
Kepler-216 b,6.12,14681.31,0.021081451,Geante de glace
Kepler-216 c,9.48,18945.881,0.047638603,Geante de glace
Kepler-217 b,5.6,14207.33,0.014784395,Geante de glace
Kepler-217 c,4.08,11786.35,0.023545519,Super Terre
Kepler-217 d,2.3,8409.720000000001,0.010677618,Super Terre
Kepler-218 b,2.79,9429.08,0.009856262,Super Terre
Kepler-218 c,10.0,19575.08,0.12238193,Geante de glace
Kepler-218 d,7.56,16568.907,0.34086242,Geante de glace
Kepler-219 b,9.01,18386.593,0.012594113,Geante de glace
Kepler-219 c,12.5,22301.609,0.062149215,Geante de glace
Kepler-219 d,19.1,17547.661,0.13114306,Super Terre
Kepler-21 b,5.08,10442.069,0.007665982,Super Terre
Kepler-220 b,0.457,5160.51,0.011498973,Terrestre
Kepler-220 c,3.09,10002.470000000001,0.024640657,Super Terre
Kepler-220 d,0.904,6243.58,0.07693361,Terrestre
Kepler-220 e,2.33,8473.43,0.12566735,Super Terre
Kepler-221 b,3.57,10894.41,0.007665982,Super Terre
Kepler-221 c,15.1,18246.771,0.015605749,Super Terre
Kepler-221 d,7.9,17058.284,0.027378507,Geante de glace
Kepler-221 e,7.41,16429.085,0.050376453,Geante de glace
Kepler-222 b,10.1,19714.902,0.010677618,Geante de glace
Kepler-222 c,19.4,28943.154,0.027652293,Geante de glace
Kepler-222 d,13.2,23000.719,0.07693361,Geante de glace
Kepler-223 b,7.4,18666.237,0.020260096,Geante de glace
Kepler-223 c,5.1,21462.677,0.026830938,Geante de glace
Kepler-223 d,8.0,32648.437,0.04052019,Geante de glace
Kepler-223 e,4.8,28663.51,0.053935662,Geante de glace
Kepler-224 b,2.51,8855.689999999999,0.008487337,Super Terre
Kepler-224 c,9.91,19435.258,0.01615332,Geante de glace
Kepler-224 d,5.9,14331.755,0.030937715,Geante de glace
Kepler-224 e,4.54,12550.869999999999,0.050924025,Super Terre
Kepler-225 b,1.87,7645.2,0.0183436,Super Terre
Kepler-225 c,4.04,11722.640000000001,0.05147159,Super Terre
Kepler-226 b,24.0,9875.050000000001,0.010677618,Super Terre
Kepler-226 c,45.156,14191.933,0.01451061,Super Terre
Kepler-226 d,1.98,7772.62,0.022176592,Super Terre
Kepler-227 b,9.85,19365.347,0.026009582,Geante de glace
Kepler-227 c,9.48,18945.881,0.14893909,Geante de glace
Kepler-228 b,2.96,9747.630000000001,0.007118412,Super Terre
Kepler-228 c,7.75,16848.551,0.011225188,Geante de glace
Kepler-228 d,15.4,25167.96,0.030390145,Geante de glace
Kepler-229 b,5.48,14016.2,0.017248461,Geante de glace
Kepler-229 c,21.5,30690.929,0.044079397,Geante de glace
Kepler-229 d,14.2,23979.473,0.11279946,Geante de glace
Kepler-22 b,36.0,14821.132,0.7937029,Super Terre
Kepler-230 b,16.8,26566.18,0.08925393,Geante de glace
Kepler-230 c,4.82,12996.84,0.2513347,Super Terre
Kepler-231 b,35.4,11021.83,0.027652293,Super Terre
Kepler-231 c,24.1,12296.029999999999,0.05284052,Super Terre
Kepler-232 b,9.69,19225.525,0.012046544,Geante de glace
Kepler-232 c,14.0,23909.562,0.031211497,Geante de glace
Kepler-233 b,6.48,15170.687,0.023271732,Geante de glace
Kepler-233 c,7.8,16918.462,0.16536619,Geante de glace
Kepler-234 b,13.2,23070.63,0.0073921974,Geante de glace
Kepler-234 c,12.1,21882.143,0.019712524,Geante de glace
Kepler-235 b,5.6,14207.33,0.009034907,Geante de glace
Kepler-235 c,2.18,8154.88,0.021355236,Super Terre
Kepler-235 d,4.86,13060.55,0.0550308,Super Terre
Kepler-235 e,5.56,14143.62,0.12648872,Geante de glace
Kepler-236 b,3.09,10002.470000000001,0.022724163,Super Terre
Kepler-236 c,4.66,12742.0,0.06570842,Super Terre
Kepler-237 b,2.57,8983.109999999999,0.012867898,Super Terre
Kepler-237 c,4.98,13251.68,0.022176592,Super Terre
Kepler-238 b,3.64,11021.83,0.0057494864,Super Terre
Kepler-238 c,6.3,14891.043,0.016974675,Geante de glace
Kepler-238 d,9.64,19155.614,0.03613963,Geante de glace
Kepler-238 e,169.812,34955.5,0.06488707,Geante de glace
Kepler-238 f,13.5,12742.0,0.13798769,Super Terre
Kepler-239 b,6.04,14541.488,0.03230664,Geante de glace
Kepler-239 c,6.85,15660.064,0.15386721,Geante de glace
Kepler-23 b,254.4,12104.9,0.01943874,Geante de glace
Kepler-23 c,858.6,19924.635,0.029295003,Geante de glace
Kepler-23 d,17.6,14016.2,0.041889116,Super Terre
Kepler-240 b,2.45,8728.27,0.011225188,Super Terre
Kepler-240 c,102.396,14016.2,0.021902807,Super Terre
Kepler-241 b,6.04,14541.488,0.034770705,Geante de glace
Kepler-241 c,7.13,16009.619,0.09883641,Geante de glace
Kepler-242 b,7.32,16289.263,0.022450376,Geante de glace
Kepler-242 c,4.66,12742.0,0.039698835,Super Terre
Kepler-243 b,6.57,15310.509,0.015605749,Geante de glace
Kepler-243 c,4.62,12678.289999999999,0.054757014,Super Terre
Kepler-244 b,8.05,17198.106,0.011772759,Geante de glace
Kepler-244 c,4.86,13060.55,0.026830938,Super Terre
Kepler-244 d,15.2,14401.666,0.0550308,Super Terre
Kepler-245 b,7.13,16009.619,0.02053388,Geante de glace
Kepler-245 c,225.78,13888.78,0.04791239,Super Terre
Kepler-245 d,21.6,18875.97,0.09938398,Geante de glace
Kepler-245 e,3.71,11149.25,0.008761123,Super Terre
Kepler-246 b,6.08,14611.399,0.012594113,Geante de glace
Kepler-246 c,2.86,9556.5,0.030663928,Super Terre
Kepler-247 b,3.33,10448.439999999999,0.009034907,Super Terre
Kepler-247 c,15.7,25517.515,0.025735795,Geante de glace
Kepler-247 d,14.7,24608.672,0.056125943,Geante de glace
Kepler-248 b,9.38,18806.059,0.017248461,Geante de glace
Kepler-248 c,15.6,25377.693,0.044353183,Geante de glace
Kepler-249 b,1.32,6944.39,0.009034907,Super Terre
Kepler-249 c,2.89,9620.210000000001,0.01943874,Super Terre
Kepler-249 d,3.09,10002.470000000001,0.042162903,Super Terre
Kepler-24 b,508.8,14960.954,0.022176592,Geante de glace
Kepler-24 c,508.8,17477.75,0.033675566,Geante de glace
Kepler-24 d,3.43,10639.57,0.011498973,Super Terre
Kepler-24 e,8.15,17337.928,0.052019164,Geante de glace
Kepler-250 b,1.51,7199.23,0.011225188,Super Terre
Kepler-250 c,5.82,14191.933,0.019712524,Geante de glace
Kepler-250 d,5.39,13888.78,0.048186176,Geante de glace
Kepler-251 b,2.33,8473.43,0.013141684,Super Terre
Kepler-251 c,8.1,17268.017,0.04517454,Geante de glace
Kepler-251 d,8.1,17268.017,0.08240931,Geante de glace
Kepler-251 e,8.1,17268.017,0.27268994,Geante de glace
Kepler-252 b,2.04,7836.33,0.0183436,Super Terre
Kepler-252 c,5.27,13697.65,0.02956879,Geante de glace
Kepler-253 b,3.29,10384.73,0.010403832,Super Terre
Kepler-253 c,7.51,16498.996,0.028199865,Geante de glace
Kepler-253 d,10.2,19784.813,0.0495551,Geante de glace
Kepler-254 b,14.3,24119.295,0.015879534,Geante de glace
Kepler-254 c,3.2,13697.65,0.03394935,Geante de glace
Kepler-254 d,6.8,15590.153,0.051197812,Geante de glace
Kepler-255 b,3.02,9875.050000000001,0.015605749,Super Terre
Kepler-255 c,9.22,18666.237,0.027104722,Geante de glace
Kepler-255 d,2.3,8409.720000000001,0.0027378509,Super Terre
Kepler-256 b,3.15,10129.890000000001,0.0043805614,Super Terre
Kepler-256 c,5.27,13697.65,0.009308693,Geante de glace
Kepler-256 d,6.71,15450.331,0.015879534,Geante de glace
Kepler-256 e,6.12,14681.31,0.029295003,Geante de glace
Kepler-257 b,7.32,16289.263,0.006570842,Geante de glace
Kepler-257 c,25.2,33767.013,0.018069815,Geante de glace
Kepler-257 d,21.7,30900.662,0.06762492,Geante de glace
Kepler-258 b,15.5,25307.782,0.03613963,Geante de glace
Kepler-258 c,12.7,22511.342,0.092265576,Geante de glace
Kepler-259 b,8.25,17477.75,0.022176592,Geante de glace
Kepler-259 c,7.75,16848.551,0.1010267,Geante de glace
Kepler-25 b,8.7,17128.195,0.016974675,Geante de glace
Kepler-25 c,15.2,32508.615,0.034770705,Geante de glace
Kepler-260 b,4.7,12805.71,0.022450376,Super Terre
Kepler-260 c,3.68,11085.539999999999,0.20835043,Super Terre
Kepler-261 b,5.39,13888.78,0.028473647,Geante de glace
Kepler-261 c,4.66,12742.0,0.06735113,Super Terre
